sentence,tag_3,tag_7
২০০৭ সালে লন্ডভন্ড ভারতকে উনি ২০১১ তে অপ্রতিদ্বন্দ্বী চ্যাম্পিয়ন করেছেন।,negative,
২০১৫ তে দঃ আফ্রিকাও বৃষ্টিবিঘ্নিত ম্যাচে সেমিতে চোক না করলে অসাধারণ টিম হিসেবেই খেলছিল।,negative,
প্রতিটা সিরিজের আগে কিছুনা কিছু বিতর্ক থাকেই। আমাদের দেশে কি ওয়ার্ল্ড ক্লাস কোচ আছে?,negative,
কোচ দিয়ে কি হবে। বাংলাদেশ আ এ ত সুজন আছে।আজাইরা বিদেশীদের টাকা দিয়া লাভ কি?,negative,
 হেড কুচ ক্লেদ মামুদ কে কুচ করা হোক ২০৩৯ বিশ্বকাপ পর্যন্ত।,negative,
ব্যাডিং কুচ করা হোক নান্নু বিরিয়ানি কে।,negative,
অনূর্ধ্ব-১৯ দলের হেডা কুচ করা হোক ক্লেদ কে।ক্লেদ মামুদ কে টিটুন্টি দলের সহ অধিনায়ক পদে দেখতে চাই।,negative,
প্রথম আলোর সাংবাদিক ভাইয়েরা আপনারা হাতুরেকে তাড়াতে যথেষ্ট আবদান রেখেছেন।,negative,
এখন সুজন কাকুর উপর ভরসা হারাচ্ছেন কেন ? আপনারা তো কাকুকে নিয়ে কম লম্ফ ঝম্ফ দেননি।,negative,
"এই সুজন কে দিয়ে কিছুই হবে না বরং বাংলাদেশের প্লেয়ার খারাপের পথে অগ্রসর হবে ,ছাগল দিয়ে যদি চাষ করা যেত গরুর প্রয়োজন হতো না,,",negative,
কোচ দিয়ে কি হবে ? দামাল ছেলেরাই তো যতেষ্ট !!,negative,
আমার মনে হয় বাংলাদেশ দলের কোচ কেউ হতে চাইবে না কারণ মিডিয়ার মাধ্যমে তারা আর বাশ খেতে চায় না,negative,
যার যুব হিজড়া দলের কোচ হওয়ার যোগ্যতা নেই!!!সেই বাংলাদেশের কোচ এর চেয়ে বেশি আশা করে লাভ নেই!,negative,
ভাল মানের বিদেশী কোচ দরকার। এই সব গতি দানব সুজন ভাইকে দিয়ে কিছু হবেনা,negative,
বাংলাদেশের জাতীয় ক্রিকেটদলের জন্য একজন যোগ্য বাংলাদেশি সাবেক ক্রিকেটারকে হেড কোচ করা উচিত।।,negative,
"গতিদানব তো আছেই, ব্যাটিং কোচের কি দরকার?.... ",negative,
" দেশের সবাই কোচ, আমরা দর্শক-সাংবাদিক সবাই হাতুরুর ভুল ধরতাম.... আমাদের কোচের কি দরকার",negative,
কোচ কোচ. শুধু কোচ হাতুরি শিখায় গেছে সেটা কি ভুলে গেছে কোচ কি মাঠে গিয়ে খেলায়.?,negative,
